"ObjectApiName","ObjectLabel","ObjectKind","FieldApiName","FieldLabel","FieldType","IsFormula","ReferenceTo","PicklistValues","Required","Unique","Length","HelpText"
"Invoice__c","Invoice","Custom Object","Interval__c","Interval","Number","False","","","False","False","","1 = each cycle, 2 = every other cycle, etc."
"Invoice__c","Invoice","Custom Object","Invoice_Amount__c","Invoice Amount","Currency","False","","","False","False","",""
"Invoice__c","Invoice","Custom Object","Invoice_Date__c","Invoice Date","Date","False","","","False","False","",""
"Invoice__c","Invoice","Custom Object","Invoice_Id__c","Invoice Id","Text","False","","","False","False","255",""
"Invoice__c","Invoice","Custom Object","Invoice_Link__c","Invoice Link","Text","True","","","False","False","",""
"Invoice__c","Invoice","Custom Object","Invoice_Status__c","Invoice Status","Picklist","False","","Not Paid;Partially Paid;Paid;Dispute;Void","False","False","",""
"Invoice__c","Invoice","Custom Object","Is_Recurring__c","Is Recurring","Checkbox","True","","","False","False","",""
"Invoice__c","Invoice","Custom Object","Last_Recurring_Action__c","Last Recurring Action","Text","False","","","False","False","100",""
"Invoice__c","Invoice","Custom Object","Last_Sync_Date__c","Last Sync Date","DateTime","False","","","False","False","",""
"Invoice__c","Invoice","Custom Object","Lead__c","Lead","Lookup","False","Lead","","False","False","",""
"Invoice__c","Invoice","Custom Object","Monthly_Revenue__c","Monthly Revenue","Currency","True","","","False","False","",""
"Invoice__c","Invoice","Custom Object","Next_Billing_Date__c","Next Billing Date","Date","False","","","False","False","",""
"Invoice__c","Invoice","Custom Object","Number_of_Months__c","Number of Cycles","Number","False","","","False","False","","Total cycles (leave blank for unlimited)"
"Invoice__c","Invoice","Custom Object","Outstanding_Amount__c","Outstanding Amount","Currency","True","","","False","False","",""
"Invoice__c","Invoice","Custom Object","Outstanding_Cycles__c","Outstanding Cycles","Number","True","","","False","False","",""
"Invoice__c","Invoice","Custom Object","Payment_Link__c","Payment Link","Text","True","","","False","False","",""
"Invoice__c","Invoice","Custom Object","Previous_Billing_Date__c","Previous Billing Date","Date","False","","","False","False","",""
"Invoice__c","Invoice","Custom Object","QB_Bank_Account_Id__c","QB Bank Account Id","Text","False","","","False","False","40",""
"Invoice__c","Invoice","Custom Object","QB_Created_From__c","QB Created From","Picklist","False","","Lead;Account;Manual","False","False","",""
"Invoice__c","Invoice","Custom Object","QB_Customer_Id__c","QB Customer Id","Text","True","","","False","False","",""
"Invoice__c","Invoice","Custom Object","QB_Doc_Number__c","QB Doc Number","Text","False","","","False","False","20","QuickBooks invoice document number (auto-generated by QuickBooks when Custom Transaction Numbers is off)."
"Invoice__c","Invoice","Custom Object","QB_Email_Status__c","QB Email Status","Picklist","False","","NotSet;EmailSent;NeedToSend","False","False","",""
"Invoice__c","Invoice","Custom Object","QB_Invoice_Id__c","QB Invoice Id","Text","False","","","False","False","255",""
"Invoice__c","Invoice","Custom Object","QB_Recur_Data_Ref__c","QB Recur Data Ref","Text","False","","","False","False","50",""
"Invoice__c","Invoice","Custom Object","QB_Recurring_ID__c","QB Recurring ID","Text","False","","","False","True","50",""
"Invoice__c","Invoice","Custom Object","Recurring_Amount__c","Recurring Amount","Currency","False","","","False","False","",""
"Invoice__c","Invoice","Custom Object","Recurring_Deposit_Account__c","Recurring Deposit Account","Text","False","","","False","False","100",""
"Invoice__c","Invoice","Custom Object","Recurring_Description__c","Recurring Description","LongTextArea","False","","","False","False","500",""
"Invoice__c","Invoice","Custom Object","Recurring_End_Date__c","Recurring End Date","Date","False","","","False","False","",""
"Invoice__c","Invoice","Custom Object","Recurring_Payment_Method__c","Recurring Payment Method","Picklist","False","","Credit Card;ACH/Bank Transfer;Check;Cash;Other","False","False","",""
"Invoice__c","Invoice","Custom Object","Recurring_Plan__c","Recurring Plan","Text","False","","","False","False","255","The plan selected for this recurring receipt (from the QB_Plan custom setting). Its QuickBooks Item Number is looked up from the custom setting when the receipt is created."
"Invoice__c","Invoice","Custom Object","Recurring_Start_Date__c","Recurring Start Date","Date","False","","","False","False","",""
"Invoice__c","Invoice","Custom Object","Recurring_Status__c","Recurring Status","Picklist","False","","Active;Awaiting Payment Method;Payment Method Not Added;Paused;Cancelled;Completed;Failed","False","False","",""
"Invoice__c","Invoice","Custom Object","Recurring_Template_Name__c","Recurring Template Name","Text","False","","","False","False","100","e.g., ""Career Coaching - Monthly"""
"Invoice__c","Invoice","Custom Object","Schedule_Description__c","Schedule Description","Text","True","","","False","False","",""
"Invoice__c","Invoice","Custom Object","Slack_Owner_Thread_Ts__c","Slack Owner Thread Ts","Text","False","","","False","False","255","Slack message timestamp of the owner DM thread root (first sales-receipt DM to the invoice owner). Used to thread later payment/update DMs."
"Invoice__c","Invoice","Custom Object","Slack_Thread_Ts__c","Slack Thread Ts","Text","False","","","False","False","50","Timestamp/ID of the first Slack message posted for this recurring plan. Used to thread follow-up messages."
"Invoice__c","Invoice","Custom Object","Total_Amount_Collected__c","Total Amount Collected","Summary","False","","","False","False","",""
"Invoice__c","Invoice","Custom Object","Total_Cycles_Completed__c","Total Cycles Completed","Summary","False","","","False","False","",""
"Invoice__c","Invoice","Custom Object","Total_Plan_Value__c","Total Plan Value","Currency","True","","","False","False","","Total value of the plan across all cycles (per-cycle amount x number of cycles). Blank for open-ended plans."
"Invoice__c","Invoice","Custom Object","Total_Salary__c","Total Salary","Currency","True","","","False","False","","Annual Salary + Bonus. Auto-calculated."
"Invoice__c","Invoice","Custom Object","Type__c","Type","Picklist","False","","One-Time;Recurring","False","False","","Select ""Recurring"" for subscription billing"
"Invoice__c","Invoice","Custom Object","Week_Of_Month__c","Week of Month","Picklist","False","","First;Second;Third;Fourth;Last","False","False","",""
"Job_Requirement__c","Job Requirement","Custom Object","Account_Manager__c","Account Manager","Lookup","False","User","","False","False","","Select the Account Manager handling this requirement. Auto-populated from the client account. Can be changed if needed."
"Job_Requirement__c","Job Requirement","Custom Object","Client_Account__c","Client Account","Lookup","False","Account","","False","False","","Select the client or vendor company that sent this requirement. Only B2B Client and Vendor accounts are valid. Validation rule will block Candidate accounts."
"Job_Requirement__c","Job Requirement","Custom Object","Client_Bill_Rate__c","Client Bill Rate","Currency","False","","","False","False","","Enter the agreed bill rate with the client. This is the rate Techsara charges. Keep confidential. Not visible to Recruiters or on website."
"Job_Requirement__c","Job Requirement","Custom Object","Client_Company__c","Client Company","Lookup","False","Company__c","","False","False","","This field indicates the client company instead of client account until we don't have b2b client converted into b2b client account."
"Job_Requirement__c","Job Requirement","Custom Object","Client_Contact__c","Client Contact","Lookup","False","Contact","","False","False","","Select the client contact who sent this requirement or who should receive candidate profiles. Leave blank if not known yet."
"Job_Requirement__c","Job Requirement","Custom Object","Client_Lead__c","Client Lead","Lookup","False","Lead","","False","False","","This field indicates the client lead instead of client contact until we don't have b2b client converted into b2b client account."
"Job_Requirement__c","Job Requirement","Custom Object","Client_Submission_Count__c","Client Submission Count","Number","False","","","False","False","",""
"Job_Requirement__c","Job Requirement","Custom Object","Duration__c","Duration","Text","False","","","False","False","255","Enter the expected duration. Example: 6 months, 12 months, Long-term, Permanent, 3 months with extension."
"Job_Requirement__c","Job Requirement","Custom Object","Employment_Type__c","Employment Type","Picklist","False","","C2C;W2 Contract;Full Time;Contract-to-Hire","False","False","","Select the employment type. Contract = direct contractor. C2C = corp-to-corp. W2 = W2 employee. Full-Time = permanent employee. Contract-to-Hire = starts contract, may convert."
"Job_Requirement__c","Job Requirement","Custom Object","Estimated_Margin__c","Estimated Margin","Currency","True","","","False","False","","Auto-calculated from Client Bill Rate minus Target Candidate Rate. Represents estimated profit margin. Visible only to authorized users."
"Job_Requirement__c","Job Requirement","Custom Object","External_Job_ID__c","External Job ID","Text","False","","","False","True","255","Auto-generated by Flow on creation. Used in website URLs and application forms to link applicants to correct Job Requirement. Do not edit manually."
"Job_Requirement__c","Job Requirement","Custom Object","Has_Client_Side__c","Has Client Side","Checkbox","True","","","False","False","",""
"Job_Requirement__c","Job Requirement","Custom Object","Has_Prospect_Side__c","Has Prospect Side","Checkbox","True","","","False","False","",""
"Job_Requirement__c","Job Requirement","Custom Object","Interview_Count__c","Interview Count","Number","False","","","False","False","",""
"Job_Requirement__c","Job Requirement","Custom Object","Job_Description__c","Job Description","Html","False","","","False","False","32768","Enter the complete internal job description. Include all client details, technical requirements, interview process. This is NEVER shown on the website."
"Job_Requirement__c","Job Requirement","Custom Object","Job_Status__c","Job Status","Picklist","False","","New;Open;On Hold;Closed","False","False","","Select current status of this Job Requirement"
"Job_Requirement__c","Job Requirement","Custom Object","Job_Title__c","Job Title","Text","False","","","False","False","255","Enter the job title exactly as the client provided. Example: Salesforce Developer, Java Backend Engineer, AI/ML Engineer, DevOps Consultant."
"Job_Requirement__c","Job Requirement","Custom Object","Last_Notification_Sent__c","Last Notification Sent","DateTime","False","","","False","False","","Stores when the last urgent reminder was sent, for the 4-hour loop"
"Job_Requirement__c","Job Requirement","Custom Object","Location__c","Location","Text","False","","","False","False","255","Enter the job location. Example: New Jersey, , Austin TX, New York City, Hybrid - Chicago. Shown on website listings."
"Job_Requirement__c","Job Requirement","Custom Object","Max_Submissions_Allowed__c","Max Submissions Allowed","Number","False","","","False","False","","Enter the maximum profiles the client will review. Leave blank if client has no limit. System will warn when this limit is approached."
"Job_Requirement__c","Job Requirement","Custom Object","Minimum_Experience_Required__c","Experience Required","Text","False","","","False","False","50","this field is used to show required experience to website."
"Job_Requirement__c","Job Requirement","Custom Object","Number_of_Openings__c","Number of Openings","Number","False","","","False","False","","Enter the number of positions to fill. Default is 1. When this many candidates are placed, Job Requirement can be marked Filled."
"Job_Requirement__c","Job Requirement","Custom Object","Other_Closure_Reason__c","Other Closure Reason","Text","False","","","False","False","255","Enter Job Requirement closure reason when 'Other' is selected."
"Job_Requirement__c","Job Requirement","Custom Object","Primary_Skills__c","Primary Skills","LongTextArea","False","","","False","False","32768","List the required skills. Example: Salesforce Apex, LWC, Integration (REST/SOAP), Admin certified. Be specific to help recruiters match candidates accurately."
"Job_Requirement__c","Job Requirement","Custom Object","Priority__c","Priority","Picklist","False","","Urgent;High;Medium","False","False","","Set to Critical for same-day needs. High for 24-48 hour deadline. Medium for 3-5 days. Low for flexible timeline. Critical and High trigger AM notifications."
"Job_Requirement__c","Job Requirement","Custom Object","Public_Website_Description__c","Public Website Description","LongTextArea","False","","","False","False","32768","Write a clean, public-friendly job description. Do NOT include client name if confidential, internal rates, or internal notes. This is shown to all website visitors."
"Job_Requirement__c","Job Requirement","Custom Object","Publish_to_Website__c","Job Post on Website","Checkbox","False","","","False","False","","Check to make this job eligible for website posting. Also requires Website Status = Published and Public Description to be filled."
"Job_Requirement__c","Job Requirement","Custom Object","Rate_Type__c","Rate Type","Picklist","False","","Hourly;Salary;Daily","False","False","","Select Hourly for contract/C2C/W2 positions. Salary for full-time permanent roles. Daily for some consulting arrangements."
"Job_Requirement__c","Job Requirement","Custom Object","Reason_for_JR_Closure__c","Reason for JR Closure","Picklist","False","","Completed;Cancelled;No Response;Expired;Other","False","False","","Select the reason when closing Job Requirement."
"Job_Requirement__c","Job Requirement","Custom Object","Required_Visa_Status__c","Required Visa Status","MultiselectPicklist","False","","USC;GC;H1B;H4 EAD;OPT;CPT;TN;Any","False","False","","Select all visa types the client accepts. Leave blank or select Any if client accepts all work authorizations. This filters candidates in the submission flow."
"Job_Requirement__c","Job Requirement","Custom Object","Requirement_Received_Date_Time__c","Requirement Received Date/Time","DateTime","False","","","False","False","","Auto-populated when Job Requirement is created. Do not edit manually. Used to calculate average time to first submission in dashboards."
"Job_Requirement__c","Job Requirement","Custom Object","Show_Client_Name_on_Website__c","Show Client Name on Website","Checkbox","False","","","False","False","","Check to show client name on website. If Confidential Client is checked on the Account, client name will NEVER show regardless of this setting."
"Job_Requirement__c","Job Requirement","Custom Object","SLA_Status__c","SLA Status","Text","True","","","False","False","","Auto-calculated. On Track = deadline is future. Due Today = deadline is today. Overdue = deadline has passed but job still Open. Closed = job is Filled/Closed/Cancelled."
"Job_Requirement__c","Job Requirement","Custom Object","Submission_Count__c","Submission Count","Number","False","","","False","False","",""
"Job_Requirement__c","Job Requirement","Custom Object","Submission_Deadline__c","Submission Deadline","DateTime","False","","","True","False","","Enter the date and time by which profiles must be submitted to the client. Required when job is Open. Drives SLA Status calculation and 24-hour alert automation."
"Job_Requirement__c","Job Requirement","Custom Object","Target_Candidate_Rate__c","Target Candidate Rate","Currency","False","","","False","False","","Enter the target pay rate for candidates. Combined with Client Bill Rate to calculate Estimated Margin. Keep confidential."
"Job_Requirement__c","Job Requirement","Custom Object","Website_Status__c","Job Posting Status","Picklist","False","","Draft;Published;Unpublished","False","False","","Draft = not visible on website. Published = will show on website if job is Open and deadline is future. Unpublished = removed from website, job can stay Open internally."
"Job_Requirement__c","Job Requirement","Custom Object","Work_Mode__c","Work Mode","Picklist","False","","Remote;Hybrid;Onsite","False","False","","Select the work arrangement for this role. Remote = fully remote. Hybrid = mix of remote and office. Onsite = full time at client location."
"Job_Submission__c","Job Submission","Custom Object","Account_Manager__c","Account Manager","Lookup","False","User","","False","False","","Auto-populated from the Job Requirement. Shows which AM needs to review and approve this submission."
"Job_Submission__c","Job Submission","Custom Object","Applicant_Email__c","Applicant Email","Email","False","","","False","False","","For asking applicant Email"
"Job_Submission__c","Job Submission","Custom Object","Applicant_Name__c","Applicant Name","Text","False","","","False","False","255","Applicant Name for candidate"
"Job_Submission__c","Job Submission","Custom Object","Availability__c","Availability","Text","False","","","False","False","255","Enter candidate availability. Example: Immediate, 2 weeks notice, Available from June 15, Currently on project until July."
"Job_Submission__c","Job Submission","Custom Object","Candidate__c","Candidate","Lookup","False","Account","","False","False","","Select the candidate you are submitting. Only Candidate Person Accounts are valid. The Submit Candidate Profile flow filters to show only Person Accounts."
"Job_Submission__c","Job Submission","Custom Object","Candidate_Rate__c","Candidate Rate","Currency","False","","","False","False","","Enter the candidate expected hourly rate or salary. For hourly enter per-hour rate. For salary enter annual amount. Required for margin calculation."
"Job_Submission__c","Job Submission","Custom Object","Candidate_Summary__c","Candidate Summary","LongTextArea","False","","","False","False","32768","Write a compelling 3-5 sentence summary of why this candidate is a good fit. Include years of experience, key skills, and availability. AM reviews before sending to client."
"Job_Submission__c","Job Submission","Custom Object","Client_Account__c","Client Account","Lookup","False","Account","","False","False","",""
"Job_Submission__c","Job Submission","Custom Object","Client_Feedback__c","Client Feedback","LongTextArea","False","","","False","False","32768","Enter client feedback about this candidate. Example: Rate too high, Strong technical fit but location concern, Interested - scheduling interview. Updated after client response."
"Job_Submission__c","Job Submission","Custom Object","Client_Lead__c","Client Lead","Lookup","False","Lead","","False","False","",""
"Job_Submission__c","Job Submission","Custom Object","Client_Submission_Date_Time__c","Client Submission Date/Time","DateTime","False","","","False","False","","Auto-set when AM runs Approve and Submit to Client flow. Used to measure time from internal submission to client submission."
"Job_Submission__c","Job Submission","Custom Object","Expected_Margin__c","Expected Margin","Currency","True","","","False","False","","Auto-calculated. Shows expected profit margin for this specific submission. Visible only to Account Managers and Leadership."
"Job_Submission__c","Job Submission","Custom Object","Internal_Submission_Date_Time__c","Internal Submission Date/Time","DateTime","False","","","False","False","","Auto-populated when team submits candidate via flow. Used to measure time from requirement received to first internal submission."
"Job_Submission__c","Job Submission","Custom Object","Interview_Requested__c","Interview Requested","Checkbox","False","","","False","False","","Auto-checked by Create Interview flow. Do not manually edit. Used to filter submissions that have interviews in the Interview Requested/Scheduled list view."
"Job_Submission__c","Job Submission","Custom Object","Job_Requirement__c","Job Requirement","Lookup","False","Job_Requirement__c","","False","False","","Select the Job Requirement this candidate is being submitted for. Required field. Cannot be changed after creation."
"Job_Submission__c","Job Submission","Custom Object","Lead__c","Lead","Lookup","False","Lead","","False","False","","Auto-set by Flow 7 (Website Lead to JS) when creating JS from a website applicant Lead. Either Candidate or Lead must be filled (validation rule enforces this)."
"Job_Submission__c","Job Submission","Custom Object","Offer_Received__c","Offer Received","Checkbox","False","","","False","False","","Auto-checked by Interview Outcome Sync flow when client makes offer. Used for offer tracking and conversion ratio reporting."
"Job_Submission__c","Job Submission","Custom Object","Placement_Status__c","Placement Status","Picklist","False","","Not Placed;Offered;Placed;Lost","False","False","","Select the final placement outcome. Not Placed = default. Offered = offer received. Placed = candidate started. Lost = offer declined or fell through."
"Job_Submission__c","Job Submission","Custom Object","Rate_Type__c","Rate Type","Picklist","False","","Hourly;Salary;Daily","False","False","","Select Hourly for contract positions, Salary for full-time, Daily for daily consulting rates. Defaults from Job Requirement."
"Job_Submission__c","Job Submission","Custom Object","Rejection_Reason__c","Rejection Reason","Picklist","False","","Rate High;Skill Mismatch;Visa;Location;Availability;No Response;Duplicate;Other","False","False","","Select the rejection reason when marking a submission as Rejected. Used in Rejected Submissions by Reason dashboard component."
"Job_Submission__c","Job Submission","Custom Object","Skills_Match_Notes__c","Skills Match Notes","LongTextArea","False","","","False","False","32768","Explain how the candidate skills match the job requirements point by point. Example: Job requires Apex - Candidate has 5 years Apex experience."
"Job_Submission__c","Job Submission","Custom Object","Slack_Thread_ID__c","Slack Thread ID","Text","False","","","False","False","255",""
"Job_Submission__c","Job Submission","Custom Object","Submission_Source__c","Submission Source","Picklist","False","","Internal Recruiter;Website Applicant;Candidate Portal","False","False","",""
"Job_Submission__c","Job Submission","Custom Object","Submission_Status__c","Submission Status","Picklist","False","","Pending AM Review;Approved;Submitted to Client;Client Shortlisted;Interview Scheduled;Interview Completed;Shortlisted for Next Round;Rejected;Offer Received;Placed;Withdrawn","False","False","","Suggested by Team = internal suggestion. Pending AM Review = waiting for AM. Submitted to Client = AM approved and sent. Placed = candidate started."
"Job_Submission__c","Job Submission","Custom Object","Submitted_Bill_Rate__c","Submitted Bill Rate","Currency","False","","","False","False","","Enter the hourly or salary rate being submitted to the client. This may differ from Client Bill Rate on Job Requirement if AM negotiated differently."
"Job_Submission__c","Job Submission","Custom Object","Submitted_By__c","Submitted By","Lookup","False","User","","False","False","","Auto-populated with the user who ran the Submit Candidate Profile flow. Used for recruiter performance reporting."
"Job_Submission__c","Job Submission","Custom Object","Unique_Submission_Key__c","Unique Submission Key","Text","False","","","False","True","255","Auto-generated by Submit Candidate Profile flow as Job Req ID + Candidate ID. If a duplicate submission is attempted, the flow will show an error and stop."
"Job_Submission__c","Job Submission","Custom Object","Visa_Confirmation__c","Visa Confirmation","Text","False","","","False","False","255","Enter the candidate visa or work authorization status. Example: US Citizen, Green Card Holder, H1B (valid through 2027). Confirm with candidate before entering."
"Lead","Lead","Standard Object","Acknowledgement_Declaration__c","Acknowledgement Declaration","Checkbox","False","","","False","False","",""
"Lead","Lead","Standard Object","Additional_Comments_or_Questions__c","Additional Comments or Questions","LongTextArea","False","","","False","False","32768",""
"Lead","Lead","Standard Object","Address",,,"False","","","False","False","",""
"Lead","Lead","Standard Object","AnnualRevenue",,,"False","","","False","False","",""
"Lead","Lead","Standard Object","Applied_Job_Requirement__c","Applied Job Requirement","Lookup","False","Job_Requirement__c","","False","False","","This field auto-populates when a candidate applies from the website. The system matches Website Job External ID to External Job ID on Job Requirement."
"Lead","Lead","Standard Object","B2B_Company_Type__c","B2B Company Type","Picklist","False","","Direct Client;Vendor;Implementation Partner;Consulting Partner","False","False","","Identifies the type of B2B company relationship. Direct Client hires directly. Vendor and Implementation Partners are middle-layer companies."
"Lead","Lead","Standard Object","CampaignId",,"Lookup","False","","","False","False","",""
"Lead","Lead","Standard Object","Candidate_Rate_Expectation__c","Candidate Rate Expectation","Currency","False","","","False","False","","Enter the candidate expected rate. For hourly contractors enter hourly rate (e.g. 65.00). For full-time roles enter annual salary (e.g. 120000.00)."
"Lead","Lead","Standard Object","Company",,,"False","","","False","False","",""
"Lead","Lead","Standard Object","Company_Email__c","Company Email","Email","False","","","False","False","",""
"Lead","Lead","Standard Object","Company_Name__c","Company Name","Lookup","False","Company__c","","False","False","",""
"Lead","Lead","Standard Object","Company_Type__c","Company Type","Text","True","","","False","False","",""
"Lead","Lead","Standard Object","Contact_Number_WhatsApp__c","Contact Number WhatsApp","Phone","False","","","False","False","",""
"Lead","Lead","Standard Object","Conversion_Status__c","Conversion Status","Text","True","","","False","False","",""
"Lead","Lead","Standard Object","Converted_to_Job_Requirement__c","Converted to Job Requirement","Checkbox","False","","","False","False","","Check this box after you have created the Job Requirement record for this client. Helps track which B2B leads have been fully processed."
"Lead","Lead","Standard Object","Criminal_Record_Declaration__c","Criminal Record Declaration","Picklist","False","","I do NOT have any criminal record;I have a criminal record","False","False","",""
"Lead","Lead","Standard Object","Current_Visa_Status__c","Current Visa Status","Picklist","False","","","False","False","",""
"Lead","Lead","Standard Object","Department__c","Department","Text","False","","","False","False","100","Enter lead's department"
"Lead","Lead","Standard Object","Description",,,"False","","","False","False","",""
"Lead","Lead","Standard Object","Designation__c","Designation","Text","False","","","False","False","100","Enter above contact person's designation associated with company."
"Lead","Lead","Standard Object","DoNotCall",,,"False","","","False","False","",""
"Lead","Lead","Standard Object","Email",,,"False","","","False","False","",""
"Lead","Lead","Standard Object","Email__c","Email","Email","False","","","False","False","",""
"Lead","Lead","Standard Object","Estimated_Bill_Rate__c","Estimated Bill Rate","Currency","False","","","False","False","","Enter the estimated hourly or salary rate the client mentioned during initial discussions. This is not the final agreed rate."
"Lead","Lead","Standard Object","Fax",,,"False","","","False","False","",""
"Lead","Lead","Standard Object","First_Name__c","First Name","Text","False","","","False","False","100",""
"Lead","Lead","Standard Object","Flow_Only_Field__c","Flow Only Field","Checkbox","False","","","False","False","",""
"Lead","Lead","Standard Object","GenderIdentity",,"Picklist","False","","","False","False","",""
"Lead","Lead","Standard Object","HasOptedOutOfEmail",,,"False","","","False","False","",""
"Lead","Lead","Standard Object","HasOptedOutOfFax",,,"False","","","False","False","",""
"Lead","Lead","Standard Object","Header_Display__c","Lead - Company","Text","True","","","False","False","",""
"Lead","Lead","Standard Object","Industry",,"Picklist","False","","","False","False","",""
"Lead","Lead","Standard Object","Jigsaw",,,"False","","","False","False","",""
"Lead","Lead","Standard Object","Last_Name__c","Last Name","Text","False","","","False","False","100",""
"Lead","Lead","Standard Object","LastTransferDate",,,"False","","","False","False","",""
"Lead","Lead","Standard Object","Latest_Pre_Enrolment_Form_Link__c","Latest Pre Enrolment Form Link","Url","False","","","False","False","",""
"Lead","Lead","Standard Object","Latest_Pre_Enrolment_Opened_On__c","Latest Pre Enrolment Opened On","DateTime","False","","","False","False","",""
"Lead","Lead","Standard Object","Latest_Pre_Enrolment_Sent_On__c","Latest Pre Enrolment Sent On","DateTime","False","","","False","False","",""
"Lead","Lead","Standard Object","Latest_Pre_Enrolment_Status__c","Latest Pre Enrolment  Status","Text","False","","","False","False","20",""
"Lead","Lead","Standard Object","Latest_Pre_Enrolment_Submitted_On__c","Latest Pre Enrolment Submitted On","DateTime","False","","","False","False","",""
"Lead","Lead","Standard Object","Lead_Category__c","Lead Category","Picklist","False","","Candidate;B2B Client","False","False","","Select ""Candidate"" for job seekers and placement prospects. Select ""B2B Client"" for companies sending job requirements"
"Lead","Lead","Standard Object","Lead_Status__c","Lead Status (not use)","Picklist","False","","New;Contacted;Negotiation;Agreement;Converted;Lost;Junk","False","False","",""
"Lead","Lead","Standard Object","LeadSource",,"Picklist","False","","","False","False","",""
"Lead","Lead","Standard Object","LinkedIn_URL__c","LinkedIn URL","Url","False","","","False","False","",""
"Lead","Lead","Standard Object","MobilePhone",,,"False","","","False","False","",""
"Lead","Lead","Standard Object","Name",,,"False","","","False","False","",""
"Lead","Lead","Standard Object","Niche__c","Niche","Picklist","False","","","False","False","",""
"Lead","Lead","Standard Object","Niche_Other__c","Niche Other","Text","False","","","False","False","40",""
"Lead","Lead","Standard Object","NumberOfEmployees",,,"False","","","False","False","",""
"Lead","Lead","Standard Object","Offer_letter_amount__c","Offer letter amount","Currency","False","","","False","False","",""
"Lead","Lead","Standard Object","OwnerId",,"Lookup","False","","","False","False","",""
"Lead","Lead","Standard Object","Payment_Completed__c","Payment Completed","Checkbox","False","","","False","False","",""
"Lead","Lead","Standard Object","Phone",,,"False","","","False","False","",""
"Lead","Lead","Standard Object","Plan__c","Plan","Picklist","False","","Career Accelerator;Ultimate Career Architect","False","False","",""
"Lead","Lead","Standard Object","Position_Type_C2C__c","Position Type C2C","Checkbox","False","","","False","False","",""
"Lead","Lead","Standard Object","Position_Type_Full_Time_CTH__c","Position Type Full Time CTH","Checkbox","False","","","False","False","",""
"Lead","Lead","Standard Object","Pre_Enrolment_Request__c","Current Pre Enrolment Request","Lookup","False","Pre_Enrolment_Request__c","","False","False","",""
"Lead","Lead","Standard Object","Preferred_Work_Mode__c","Preferred Work Mode","Picklist","False","","Remote;Hybrid;Onsite","False","False","","Select the candidate preferred work arrangement. Remote = fully remote. Hybrid = mix of remote and office. Onsite = full time at client location."
"Lead","Lead","Standard Object","Primary_Technology__c","Primary Technology","TextArea","False","","","False","False","","Enter the candidate main technical skill. Example: Salesforce, Java + Spring Boot, AWS DevOps, React + Node.js"
"Lead","Lead","Standard Object","Processed_for_JS__c","Processed for JS","Checkbox","False","","","False","False","","Indicates that a Job Submission has been created from this Lead"
"Lead","Lead","Standard Object","Pronouns",,"Picklist","False","","","False","False","",""
"Lead","Lead","Standard Object","QB_Customer_ID__c","QB Customer ID","Text","False","","","False","False","255",""
"Lead","Lead","Standard Object","Rating",,"Picklist","False","","","False","False","","Hot: Call Done, Pricing explained- Agreed to pricing or open to consider, will think about it and let us know Warm: Call done - Chargeable services mentioned, haven't explained pricing in detail yet, but the customer is interested in knowing more. Cold: No established contact and shows no interest in the service."
"Lead","Lead","Standard Object","Rating__c","Rating","Picklist","False","","1;2;3;4;5","False","False","",""
"Lead","Lead","Standard Object","Relocation_Other__c","Relocation Other","TextArea","False","","","False","False","",""
"Lead","Lead","Standard Object","Relocation_Readiness__c","Relocation Readiness","Picklist","False","","Yes, I am willing to relocate anywhere in the USA;Yes, but only within specific states (mention in comments);No, I prefer remote / local positions only;Other","False","False","",""
"Lead","Lead","Standard Object","Requirement_Summary__c","Requirement Summary","LongTextArea","False","","","False","False","32768","If client has shared a requirement during initial contact, summarize here. Include role, skills, location, rate range, and timeline if available."
"Lead","Lead","Standard Object","Resume_Attached__c","Resume Attached","Checkbox","False","","","False","False","",""
"Lead","Lead","Standard Object","Resume_Link__c","Resume Link","Url","False","","","False","False","","Paste the direct URL to the candidate resume. Use when resume is stored in Google Drive or Dropbox. Make sure the link is accessible."
"Lead","Lead","Standard Object","Salary__c","Salary %","Percent","False","","","False","False","",""
"Lead","Lead","Standard Object","State__c","State","Picklist","False","","","False","False","",""
"Lead","Lead","Standard Object","Status",,"Picklist","False","","","False","False","",""
"Lead","Lead","Standard Object","Submission_Deadline__c","Submission Deadline","DateTime","False","","","False","False","","Enter the deadline the client mentioned for receiving candidate profiles. If not confirmed, leave blank and update on Job Requirement after conversion."
"Lead","Lead","Standard Object","Target_Role__c","Target Role","Text","False","","","False","False","255","Enter the role the client needs to fill. Example: Salesforce Developer, Java Backend Engineer. This will be used as Job Title when creating Job Requirement."
"Lead","Lead","Standard Object","Target_Role_n__c","Target Role","Text","True","","","False","False","",""
"Lead","Lead","Standard Object","Technology__c","Technology","TextArea","False","","","False","False","",""
"Lead","Lead","Standard Object","Title",,,"False","","","False","False","",""
"Lead","Lead","Standard Object","Total_Job_Applications__c","Total Job Applications","Number","False","","","False","False","","Shows total Job Applications on this Lead. Auto-maintained by Flow. Read Only field."
"Lead","Lead","Standard Object","Total_Job_Requirements__c","Total Job Requirements","Number","False","","","False","False","","Maintained by system Flow only. Read Only."
"Lead","Lead","Standard Object","Training_Schedule__c","Training Schedule","Picklist","False","","","False","False","",""
"Lead","Lead","Standard Object","Upfront_amount__c","Upfront Amount","Currency","False","","","False","False","",""
